point1;point2;point3;time
7.43;1.82;1.50;381409
6.33;1.53;1.91;381614
6.33;1.00;2.09;381818
5.79;0.81;2.05;382022
5.18;0.86;1.70;382226
6.04;0.76;1.33;382430
6.22;0.68;1.17;382635
6.79;0.61;1.10;382839
6.60;0.98;1.04;383043
6.41;0.92;0.98;383247
6.41;1.23;0.82;383451
6.99;1.74;0.79;383655
7.19;2.05;0.95;383859
7.07;2.05;0.98;384063
8.33;2.05;1.16;384267
9.49;2.15;1.50;384472
10.13;2.61;1.58;384676
10.38;2.82;1.47;384880
9.88;2.50;2.23;385084
10.02;3.05;1.96;385288
10.02;3.81;1.62;385492
10.02;4.17;2.05;385696
10.28;4.77;2.54;385900
10.53;4.86;2.93;386104
9.78;5.02;3.41;386308
9.63;4.86;3.28;386512
10.13;4.95;3.80;386716
10.90;4.86;3.28;386920
12.09;5.69;3.93;387124
12.38;6.04;4.07;387329
12.09;6.41;4.73;387533
13.25;6.60;4.66;387737
14.16;6.79;4.73;387941
15.63;6.60;4.36;388145
14.47;6.04;3.99;388349
14.03;6.15;3.46;388553
13.91;6.33;3.46;388757
14.09;5.97;3.46;388961
14.72;6.08;3.72;389166
14.72;6.83;3.72;389370
13.78;6.56;4.07;389574
13.48;7.14;4.36;389778
13.48;7.47;4.07;389982
12.60;7.47;4.75;390187
13.48;7.68;5.07;390391
12.60;7.68;6.02;390595
11.75;7.47;5.23;390799
10.17;7.06;5.50;391003
8.51;6.59;5.16;391207
9.44;6.59;5.50;391411
6.33;5.18;4.04;391615
6.44;4.55;2.90;391819
5.45;3.97;2.36;392024
6.91;3.19;1.81;392228
7.52;2.95;1.49;392432
8.15;2.95;1.42;392636
8.15;3.44;1.28;392840
7.52;3.56;1.49;393044
7.81;3.44;1.35;393248
7.52;3.31;1.42;393452
7.60;2.95;1.73;393656
6.79;3.07;1.49;393860
6.12;3.00;1.57;394064
6.30;2.89;1.42;394268
6.38;3.05;1.42;394472
6.68;3.29;1.57;394676
6.95;3.67;1.93;394881
7.99;3.67;2.31;395085
8.43;3.80;2.61;395289
8.65;3.67;2.83;395493
11.00;4.37;2.95;395697
11.43;4.67;3.13;395901
11.98;5.41;3.50;396105
12.83;5.24;3.90;396309
14.03;5.82;3.90;396513
14.03;5.82;4.12;396718
14.34;4.89;4.26;396922
15.96;5.05;5.60;397126
13.43;5.72;5.95;397330
13.13;5.38;5.09;397534
12.55;6.08;4.04;397739
12.72;5.90;3.30;397943
12.43;6.18;4.38;398147
11.87;6.56;4.38;398351
11.75;6.75;5.26;398555
9.92;7.55;5.43;398759
10.68;6.67;4.56;398963
10.68;6.67;5.70;399167
10.32;6.59;4.71;399371
8.64;6.22;4.87;399576
8.42;5.96;4.06;399780
6.95;5.44;3.79;399984
6.75;4.95;4.20;400188
6.75;4.48;4.29;400392
6.56;3.99;3.73;400596
7.43;4.13;2.87;400800
7.43;4.28;2.24;401004
8.73;3.99;2.76;401208
8.51;4.13;3.34;401412
9.10;4.28;2.98;401616
8.87;4.58;2.76;401820
10.32;6.07;4.14;402024
9.82;5.89;4.44;402228
9.82;6.00;4.99;402433
8.64;5.47;4.99;402637
8.42;5.37;4.99;402841
8.20;5.54;4.52;403045
7.76;5.72;4.52;403249
7.85;5.54;4.44;403453
9.20;5.21;4.59;403657
8.73;4.88;4.37;403861
8.96;5.04;4.09;404065
8.20;5.27;4.00;404270
7.85;4.64;4.29;404474
7.85;4.48;4.00;404678
7.85;4.13;3.73;404882
7.64;4.58;3.60;405086
7.94;4.48;3.47;405291
7.52;4.48;3.47;405495
7.94;4.64;3.47;405699
7.23;4.79;3.22;405903
5.97;5.27;3.47;406107
5.28;4.48;3.60;406311
5.45;3.86;3.60;406515
5.97;3.99;3.22;406719
6.15;3.59;2.82;406923
6.91;3.99;2.65;407128
6.52;3.72;2.34;407332
6.91;4.43;2.54;407536
6.52;4.58;2.44;407740
6.33;4.43;3.05;407944
5.97;3.94;3.29;408148
5.62;3.54;2.82;408352
5.11;3.17;2.11;408556
5.62;3.05;1.93;408760
5.28;3.54;1.60;408964
4.95;3.80;2.02;409168
4.64;2.82;1.37;409372
4.64;2.60;1.76;409576
3.70;2.60;1.60;409780
4.55;2.29;1.45;409985
4.86;2.29;1.60;410189
4.70;2.50;1.42;410393
4.92;2.82;1.81;410597
5.25;2.71;2.02;410801
4.92;2.98;1.98;411005
4.92;3.09;1.93;411209
5.94;3.09;1.93;411413
6.68;3.46;1.93;411617
5.69;3.99;2.40;411822
6.99;3.72;2.98;412026
8.37;3.80;2.34;412230
9.29;4.98;2.87;412434
11.48;6.75;3.47;412638
12.03;6.67;4.90;412843
13.66;6.86;5.48;413047
13.24;7.59;5.32;413251
12.37;7.39;6.30;413455
11.81;7.51;6.12;413659
11.42;6.71;6.22;413863
10.63;6.15;5.79;414067
8.68;6.33;5.11;414271
8.82;5.72;5.28;414475
8.68;5.55;4.58;414680
8.68;5.72;4.58;414884
8.91;5.89;5.31;415088
9.63;5.82;5.82;415292
8.68;5.48;5.31;415496
9.63;4.73;5.14;415700
12.54;4.28;5.24;415904
15.49;4.28;4.76;416108
15.49;3.91;3.00;416312
17.89;4.79;3.75;416516
19.60;5.61;6.29;416720
18.47;6.33;6.59;416924
17.25;6.71;5.93;417128
17.25;7.10;5.41;417332
17.61;7.10;5.24;417537
15.88;7.72;5.93;417741
15.42;7.72;5.24;417945
14.90;7.64;4.31;418149
13.24;8.15;4.92;418353
13.24;8.15;5.93;418557
12.65;7.64;5.24;418761
13.24;7.64;4.43;418965
12.83;7.43;5.55;419169
14.33;7.15;5.38;419374
14.97;7.77;5.55;419578
13.60;7.55;5.65;419782
9.77;5.93;4.37;419986
9.38;5.58;2.93;420190
8.82;4.92;2.16;420395
9.53;5.08;2.35;420599
8.91;5.69;2.67;420803
9.63;5.69;3.00;421007
9.38;5.18;3.56;421211
9.15;5.18;3.56;421415
8.68;5.18;3.70;421619
6.98;4.86;3.83;421823
7.18;4.40;3.31;422027
6.48;3.70;2.95;422232
5.75;3.07;2.48;422436
4.82;2.73;2.31;422640
5.14;2.96;2.27;422844
6.63;3.75;2.91;423048
7.63;3.62;2.58;423252
7.43;3.54;2.84;423456
7.51;3.67;2.84;423660
7.93;3.46;2.84;423864
8.15;3.59;2.84;424068
7.30;3.46;2.56;424272
7.93;3.91;2.46;424476
7.39;4.19;2.56;424680
7.18;4.49;3.05;424884
7.59;4.49;2.39;425089
6.40;4.34;2.39;425293
7.26;3.78;2.50;425497
6.67;3.78;2.50;425701
5.58;3.51;2.64;425905
5.65;3.31;2.75;426109
6.64;3.07;2.64;426313
7.35;2.84;2.64;426517
7.35;2.77;2.14;426721
7.85;3.36;2.18;426926
8.28;3.36;2.28;427130
8.51;3.75;2.28;427334
8.73;3.54;2.42;427538
7.98;3.80;2.32;427742
6.56;3.99;2.56;427947
7.23;3.86;2.40;428151
6.52;3.41;2.40;428355
6.33;3.59;2.16;428559
6.71;3.72;1.76;428763
6.91;3.59;2.02;428967
6.91;3.39;2.54;429171
7.72;4.19;2.44;429375
7.64;4.05;2.28;429579
8.96;3.64;2.59;429784
9.68;3.64;2.34;429988
10.43;4.34;2.48;430192
10.17;4.79;2.80;430396
8.51;3.39;1.91;430600
7.94;3.91;2.09;430804
7.72;4.05;2.69;431008
8.15;4.64;3.15;431212
8.83;4.48;3.15;431416
9.29;4.40;3.32;431620
9.29;5.18;3.71;431824
9.06;5.01;3.98;432028
9.06;4.95;3.98;432232
8.83;4.40;3.45;432436
9.44;4.55;2.79;432641
10.43;4.11;3.50;432845
10.94;4.11;3.32;433049
10.58;4.11;3.32;433253
9.92;4.48;2.85;433457
11.21;6.04;4.71;433661
10.94;5.79;5.03;433865
11.10;5.61;5.36;434069
9.82;5.79;3.98;434273
9.34;5.21;3.45;434478
9.34;5.04;3.03;434682
9.58;3.99;2.38;434886
9.58;3.99;2.80;435090
9.72;4.13;2.80;435294
9.48;3.94;2.76;435499
8.78;4.13;2.54;435703
8.33;3.94;1.63;435907
8.55;3.80;1.63;436111
9.48;3.29;0.96;436315
9.01;3.17;1.20;436519
7.47;3.67;1.48;436723
6.67;3.67;1.79;436927
6.29;3.54;1.71;437131
5.24;3.17;1.79;437336
5.75;2.71;1.33;437540
5.41;2.82;1.01;437744
5.82;2.50;0.90;437948
6.37;2.39;0.96;438152
6.18;2.29;1.33;438356
6.18;2.39;1.33;438560
5.65;2.60;1.33;438764
6.37;2.50;1.45;438968
6.95;2.71;1.60;439172
6.75;2.98;1.52;439376
6.75;3.29;1.93;439580
6.95;3.17;2.11;439784
6.67;3.05;2.40;439988
6.29;3.05;2.20;440193
5.75;3.00;1.76;440397
5.93;3.00;1.76;440601
6.11;3.12;1.93;440805
4.76;2.56;1.08;441009
4.16;2.22;1.05;441213
2.77;2.03;1.02;441417
2.39;1.61;1.08;441621
2.93;1.46;0.54;441825
2.39;0.89;0.43;442030
1.67;0.60;0.18;442234
2.14;0.50;0.11;442438
2.44;0.54;0.07;442642
2.48;0.50;0.02;442846
2.69;0.62;0.03;443051
2.80;0.59;0.12;443255
2.63;0.68;0.11;443459
2.42;0.68;0.02;443663
2.42;0.79;0.01;443867
3.32;1.07;0.09;444071
3.89;1.19;0.06;444275
3.70;1.13;0.07;444479
3.37;0.92;0.08;444683
3.75;0.51;0.13;444888
3.89;0.43;0.12;445092
3.37;0.40;0.09;445296
3.12;0.52;0.04;445500
2.78;0.83;0.02;445704
2.50;0.83;0.00;445908
2.40;0.74;0.00;446112
2.30;0.74;0.00;446316
2.40;0.64;0.00;446520
1.88;0.56;0.01;446724
1.63;0.48;0.02;446928
1.33;0.29;0.01;447132
0.96;0.21;0.01;447336
0.92;0.08;0.00;447540
0.74;0.02;nan;447744
0.49;0.01;nan;447947
0.43;0.00;nan;448150
0.38;0.00;0.00;448354
0.50;0.00;0.00;448558
0.36;0.00;0.00;448762
0.14;nan;0.00;448965
0.04;nan;0.00;449168
0.30;nan;0.00;449371
0.13;nan;0.00;449574
0.15;nan;0.00;449777
0.19;nan;0.00;449980
0.32;nan;0.01;450183
0.79;nan;0.01;450386
0.79;0.00;0.02;450590
0.43;0.00;0.04;450794
0.48;0.01;0.02;450998
1.48;0.00;0.05;451203
2.44;0.01;0.15;451407
2.21;0.00;0.22;451611
2.40;0.01;0.31;451815
2.61;0.15;0.16;452019
2.56;0.43;0.18;452224
2.46;0.61;0.39;452428
2.36;0.74;0.57;452632
2.52;0.77;0.74;452836
2.42;0.87;0.87;453040
3.07;0.87;0.93;453244
2.84;0.82;0.61;453448
2.73;0.85;0.37;453652
3.07;0.75;0.47;453856
2.22;0.60;0.29;454061
2.26;0.69;0.26;454265
2.67;0.48;0.26;454469
3.42;0.73;0.40;454673
4.32;0.73;0.29;454877
4.03;0.83;0.31;455081
4.17;0.88;0.29;455285
4.46;1.45;0.37;455489
4.03;1.68;0.51;455693
4.77;1.85;0.53;455897
5.42;1.76;0.61;456101
5.76;1.93;0.84;456305
5.94;2.02;1.01;456509
6.22;2.21;1.19;456713
6.22;2.51;1.30;456918
6.60;2.61;1.67;457122
5.51;2.79;1.75;457326
5.61;2.79;1.83;457530
5.61;2.90;2.10;457734
6.71;2.85;1.88;457938
7.22;3.08;2.25;458142
7.34;3.71;2.50;458346
7.46;3.84;3.30;458550
9.23;3.92;3.30;458755
8.90;4.14;3.70;458959
8.80;4.74;3.70;459163
8.35;4.68;4.34;459367
8.48;4.92;4.73;459571
8.39;5.02;3.53;459776
8.17;5.18;4.16;459980
8.74;5.28;3.61;460184
8.88;5.21;4.30;460388
7.99;5.48;3.96;460592
7.77;5.14;4.04;460796
8.11;4.92;4.18;461000
7.90;4.92;4.12;461204
7.07;4.76;4.26;461408
6.30;4.40;3.03;461613
6.12;3.83;3.52;461817
6.68;3.70;3.27;462021
5.25;2.58;2.09;462225
4.46;2.48;2.05;462429
5.08;2.31;2.05;462633
5.41;2.27;1.71;462837
5.25;2.37;1.63;463041
5.18;2.69;2.05;463245
5.18;2.91;2.05;463449
5.58;2.91;1.88;463653
5.25;2.91;1.84;463857
5.41;3.02;1.96;464061
5.08;3.02;2.15;464265
4.92;3.02;2.20;464470
4.92;3.14;1.88;464674
4.68;3.02;1.63;464878
4.23;2.80;1.79;465082
4.74;3.39;2.65;465286
4.80;2.91;2.44;465490
4.41;2.69;2.34;465694
4.53;2.41;2.24;465898
4.84;2.46;2.15;466102
5.00;2.39;2.19;466307
5.23;2.34;2.13;466511
4.82;2.58;2.04;466715
4.51;2.63;2.17;466919
4.73;2.67;2.21;467123
4.19;2.50;2.01;467328
3.70;2.40;1.67;467532
3.76;2.05;1.70;467736
3.95;2.00;2.05;467940
3.87;1.95;1.91;468144
3.87;2.13;1.69;468348
4.01;2.08;1.89;468552
4.50;1.65;1.81;468756
5.13;1.90;1.57;468960
6.54;2.12;1.60;469165
6.57;2.35;1.45;469369
6.12;2.55;1.45;469573
5.59;2.88;1.88;469777
4.86;2.61;2.01;469981
4.25;2.57;1.59;470185
4.05;2.36;1.67;470389
4.19;2.42;1.80;470593
4.49;2.23;1.27;470797
4.88;1.91;1.31;471001
4.13;1.91;1.17;471205
3.21;1.83;1.11;471409
2.97;1.91;1.21;471613
2.97;1.79;1.21;471817
3.21;1.71;1.02;472022
3.99;1.48;1.06;472226
4.97;1.33;0.74;472430
3.80;0.83;0.27;472634
3.53;1.01;0.20;472838
3.23;0.96;0.19;473042
3.11;1.20;0.27;473246
2.99;1.11;0.41;473450
2.99;1.11;0.41;473654
2.55;1.24;0.60;473859
2.45;0.99;0.41;474063
2.55;0.93;0.38;474267
2.77;0.86;0.51;474471
2.88;0.97;0.47;474675
2.95;0.97;0.40;474880
3.30;1.02;0.43;475084
3.18;1.02;0.51;475288
3.43;1.28;0.67;475492
4.38;1.72;0.90;475696
3.82;1.89;1.09;475900
3.90;1.81;1.19;476104
4.04;1.64;1.33;476308
4.18;1.28;0.90;476512
3.50;1.35;0.57;476717
3.50;1.21;0.21;476921
3.63;1.08;0.43;477125
2.68;1.15;0.54;477329
2.57;1.28;0.37;477533
2.27;1.25;0.34;477737
2.47;1.18;0.31;477941
3.37;1.25;0.47;478145
3.50;1.06;0.67;478349
3.76;0.79;0.63;478553
3.50;0.89;0.58;478757
3.71;0.81;0.54;478961
3.32;1.15;0.72;479165
3.32;1.18;0.76;479369
3.08;1.18;0.98;479574
3.32;1.12;0.87;479778
4.12;1.06;0.54;479982
4.41;1.32;0.52;480186
4.50;1.39;0.72;480390
4.41;1.39;0.74;480594
5.29;1.69;0.64;480798
4.35;1.69;0.92;481002
4.20;1.86;1.16;481206
3.65;1.86;0.98;481411
3.71;1.77;1.06;481615
3.71;1.69;1.22;481819
3.71;1.61;1.29;482023
4.04;1.49;1.09;482227
5.00;1.21;0.87;482432
5.26;1.45;0.81;482636
4.93;1.68;0.40;482840
5.43;1.93;0.60;483044
4.47;1.45;0.69;483248
5.09;1.79;0.45;483452
5.09;1.91;0.35;483656
5.09;2.19;0.76;483860
4.93;2.15;0.93;484064
4.62;1.96;1.05;484269
6.31;2.24;0.99;484473
6.80;2.76;1.02;484677
5.98;2.87;1.02;484881
5.80;2.94;1.49;485085
5.98;2.82;1.17;485289
6.34;2.94;1.21;485493
5.45;3.12;1.35;485697
4.80;2.78;1.64;485901
5.38;3.12;1.57;486105
6.64;3.32;2.42;486309
7.04;3.12;2.62;486513
6.84;3.37;2.28;486717
6.08;3.57;2.37;486921
6.08;3.57;2.48;487126
6.64;3.44;2.23;487330
5.90;3.97;2.05;487534
7.24;3.52;2.05;487738
6.76;3.32;2.33;487942
5.73;3.03;2.43;488146
5.06;3.32;2.49;488350
4.14;2.80;2.29;488554
4.20;2.38;1.75;488758
3.15;2.22;1.44;488963
1.95;2.03;1.30;489167
2.32;1.39;1.30;489371
1.03;1.18;1.51;489575
1.38;0.46;1.23;489779
1.76;0.43;1.51;489984
1.93;0.62;1.17;490188
2.02;0.83;0.72;490392
2.25;0.93;0.49;490596
2.77;0.99;0.54;490800
2.77;1.24;0.63;491004
3.16;1.24;0.67;491208
3.80;1.24;0.76;491412
4.66;1.30;0.84;491616
4.30;1.63;1.06;491821
4.60;1.79;1.18;492025
4.30;1.71;1.32;492229
3.93;1.88;1.32;492433
3.80;1.88;0.94;492637
4.22;1.88;1.18;492841
4.36;1.96;1.61;493045
4.36;2.15;1.58;493249
4.36;2.24;1.69;493453
4.82;2.34;1.82;493657
3.93;1.71;1.43;493861
3.41;1.74;1.29;494065
3.04;1.48;1.16;494269
3.41;1.26;1.22;494473
3.53;1.40;1.16;494678
3.28;1.58;0.81;494882
3.53;1.55;0.92;495086
3.28;1.13;0.87;495290
3.85;1.33;0.98;495494
3.85;1.36;0.92;495698
3.85;1.32;0.58;495902
3.59;1.54;0.81;496106
3.59;1.62;0.79;496310
3.72;1.86;1.00;496515
4.73;2.04;1.25;496719
6.25;2.63;1.69;496923
6.07;2.74;1.77;497127
6.07;2.80;1.98;497331
5.64;2.69;2.03;497536
5.99;2.38;1.77;497740
4.97;2.19;1.69;497944
5.30;2.28;1.99;498148
4.97;2.28;1.61;498352
4.22;2.38;1.39;498556
4.07;2.28;1.43;498760
3.93;2.00;0.94;498964
3.66;1.83;0.94;499168
4.07;1.83;1.06;499373
4.36;1.83;1.06;499577
4.51;1.83;1.12;499781
4.22;1.83;1.18;499985
4.22;2.00;1.16;500189
3.93;2.00;1.25;500393
3.93;1.91;1.12;500597
4.07;2.00;1.32;500801
3.93;1.79;1.25;501005
3.80;1.83;1.36;501209
4.07;1.83;1.29;501413
4.07;1.88;1.36;501617
3.80;2.00;1.09;501821
3.66;2.00;0.98;502025
3.53;1.83;1.22;502230
3.53;1.83;1.16;502434
3.66;1.91;1.16;502638
3.80;1.74;1.18;502842
4.07;1.74;1.29;503046
3.80;1.91;1.32;503250
3.59;1.91;1.16;503454
3.59;2.09;1.18;503658
3.99;2.00;1.46;503862
4.19;1.74;1.25;504067
3.26;1.58;1.00;504271
3.02;1.43;1.03;504475
3.14;1.54;1.18;504679
3.14;1.39;1.25;504883
3.21;1.25;1.12;505088
3.09;1.62;0.91;505292
3.33;1.86;0.86;505496
3.59;1.86;0.71;505700
3.46;1.95;0.64;505904
3.09;2.19;0.56;506108
3.99;2.19;0.83;506312
4.42;2.09;1.15;506516
4.82;2.23;1.21;506720
5.04;2.38;0.97;506925
5.47;2.38;0.86;507129
5.82;2.92;1.52;507333
5.99;2.92;1.57;507537
4.66;2.69;1.60;507741
5.30;2.59;1.68;507945
5.30;2.53;1.52;508149
5.47;2.32;1.08;508353
5.20;2.04;0.78;508557
4.57;1.99;1.11;508761
5.04;1.90;0.96;508965
6.25;2.08;0.90;509169
7.22;2.31;1.08;509373
8.28;2.83;1.14;509577
8.06;2.95;1.34;509782
8.96;3.37;1.37;509986
9.57;4.18;1.80;510190
10.06;4.62;2.59;510394
10.20;4.56;2.76;510598
9.61;5.29;2.55;510802
8.90;5.12;2.65;511006
9.27;4.80;3.17;511210
9.27;4.65;3.12;511414
9.51;5.38;3.24;511619
9.65;5.83;3.76;511823
9.17;5.32;3.83;512027
7.53;4.68;3.57;512231
7.61;4.61;2.69;512435
7.32;4.03;2.64;512640
7.12;4.17;2.75;512844
6.34;4.03;2.64;513048
6.16;3.62;2.33;513252
5.80;3.19;2.29;513456
5.80;3.07;2.19;513660
5.98;3.19;2.19;513864
5.45;2.89;2.01;514068
5.03;2.52;2.01;514272
4.62;2.36;2.01;514477
4.47;2.13;1.88;514681
3.76;1.53;1.10;514885
3.55;1.49;1.10;515089
3.43;1.42;1.10;515293
3.11;1.35;1.17;515497
3.04;1.30;0.98;515701
3.09;1.30;1.04;515905
2.64;1.33;0.93;516109
2.54;1.40;0.79;516313
2.97;1.29;0.79;516517
2.91;1.23;0.90;516721
2.80;1.12;0.81;516925
2.62;1.12;0.98;517129
2.91;1.32;0.84;517334
2.80;1.35;0.74;517538
2.58;1.49;0.76;517742
3.44;1.65;1.21;517946
3.26;1.65;1.02;518150
2.73;1.39;1.05;518354
2.52;1.39;0.83;518558
2.16;1.42;0.71;518762
1.84;1.42;0.52;518966
2.30;1.42;0.64;519171
2.87;1.42;0.62;519375
2.87;1.31;0.68;519579
3.28;1.38;0.52;519783
3.66;1.38;0.68;519987
3.74;1.56;0.78;520192
3.74;1.67;0.90;520396
3.93;1.83;0.78;520600
4.07;1.70;0.75;520804
3.99;1.96;0.87;521008
3.85;1.79;0.82;521212
3.38;1.62;0.95;521416
2.91;1.96;1.19;521620
2.62;1.62;1.29;521824
2.46;1.36;0.94;522029
2.67;1.22;0.97;522233
2.26;1.12;0.94;522437
2.11;1.06;0.64;522641
2.21;0.97;0.56;522845
2.25;0.91;0.53;523049
2.11;0.73;0.46;523253
3.06;0.78;0.28;523457
3.37;0.78;0.32;523661
3.83;0.75;0.29;523865
3.64;0.75;0.13;524069
3.85;0.98;0.15;524273
3.79;1.16;0.20;524477
3.60;1.20;0.27;524681
3.68;1.48;0.28;524886
3.42;1.45;0.47;525090
2.78;1.15;0.40;525294
3.07;1.18;0.45;525498
2.96;1.25;0.55;525702
2.80;1.29;0.55;525906
2.69;1.40;0.57;526110
2.54;1.47;0.56;526314
2.33;1.59;0.66;526518
2.43;1.48;0.69;526723
2.43;1.45;0.84;526927
2.29;1.45;0.63;527131
2.19;1.28;0.76;527335
1.87;1.15;0.84;527539
1.79;1.15;0.82;527744
1.79;1.06;0.80;527948
1.87;1.00;0.85;528152
1.96;1.25;1.14;528356
1.55;1.19;0.93;528560
1.70;1.12;0.99;528764
1.87;0.79;0.91;528968
1.70;0.58;0.83;529172
1.55;0.47;0.73;529376
1.55;0.34;0.52;529581
1.13;0.31;0.32;529785
1.13;0.32;0.29;529989
0.92;0.29;0.35;530193
1.00;0.29;0.24;530397
1.08;0.24;0.21;530601
1.35;0.21;0.19;530805
1.08;0.13;0.21;531009
1.28;0.12;0.12;531213
1.31;0.17;0.12;531417
1.24;0.22;0.11;531621
1.41;0.22;0.11;531825
1.76;0.22;0.11;532029
1.84;0.23;0.11;532233
1.81;0.23;0.08;532438
1.89;0.30;0.13;532642
1.86;0.37;0.12;532846
1.72;0.39;0.11;533050
1.53;0.36;0.09;533254
1.77;0.42;0.06;533458
1.69;0.39;0.09;533662
1.81;0.45;0.14;533866
1.72;0.53;0.16;534070
1.94;0.55;0.20;534275
1.77;0.55;0.25;534479
1.81;0.51;0.20;534683
1.72;0.59;0.30;534887
2.26;0.51;0.31;535091
3.01;0.51;0.29;535296
3.12;0.49;0.24;535500
3.01;0.49;0.19;535704
2.32;0.18;0.16;535908
2.36;0.33;0.10;536112
2.36;0.36;0.04;536316
1.89;0.33;0.05;536520
1.42;0.25;0.07;536724
1.31;0.26;0.06;536928
1.34;0.31;0.07;537133
1.23;0.23;0.04;537337
1.23;0.14;0.02;537541
1.33;0.14;0.01;537745
1.19;0.18;0.02;537949
1.40;0.22;0.03;538153
1.54;0.30;0.03;538357
1.54;0.19;0.01;538561
1.54;0.23;0.01;538765
1.96;0.43;0.04;538969
1.74;0.46;0.04;539173
1.66;0.46;0.10;539377
1.82;0.52;0.10;539581
1.91;0.60;0.12;539785
2.08;0.60;0.08;539990
2.08;0.56;0.08;540194
2.27;0.57;0.09;540398
2.18;0.61;0.14;540602
2.08;0.72;0.12;540806
1.99;0.82;0.14;541010
1.69;0.80;0.16;541214
1.61;0.77;0.18;541418
1.73;0.77;0.25;541622
2.56;0.77;0.36;541827
3.01;0.87;0.34;542031
3.01;0.87;0.39;542235
2.94;1.04;0.42;542439
2.77;1.04;0.45;542643
3.11;1.23;0.53;542848
3.93;1.23;0.51;543052
4.01;1.13;0.55;543256
4.44;1.29;0.72;543460
5.06;1.43;0.51;543664
6.20;1.58;0.70;543868
7.07;1.86;1.07;544072
7.69;1.77;1.13;544276
8.37;1.53;1.10;544480
8.27;2.03;1.55;544685
8.18;2.18;1.47;544889
7.24;1.99;2.05;545093
6.76;2.33;1.79;545297
7.27;2.19;1.44;545501
7.27;2.34;1.37;545705
7.81;2.44;1.08;545909
8.24;2.61;1.08;546113
8.59;2.78;0.90;546317
7.84;2.46;0.57;546521
7.75;2.16;1.08;546725
7.67;2.52;1.11;546929
8.09;2.09;0.78;547133
7.17;1.91;0.83;547337
6.39;1.62;0.83;547542
6.02;1.55;1.02;547746
6.58;1.62;1.21;547950
6.20;1.70;1.06;548154
5.50;1.67;1.12;548358
5.92;2.10;0.84;548562
5.84;1.83;0.52;548766
6.02;2.01;0.58;548970
6.02;1.92;0.58;549174
6.10;1.92;1.09;549379
7.46;2.33;1.50;549583
7.46;1.96;1.66;549787
7.46;1.66;0.76;549991
7.79;1.66;1.16;550195
7.37;1.77;1.07;550400
7.29;2.03;1.22;550604
7.29;1.77;1.54;550808
6.89;2.13;1.47;551012
6.80;2.22;1.47;551216
6.80;2.37;1.70;551420
6.42;1.91;1.26;551624
6.61;1.82;0.95;551828
7.61;1.87;0.84;552032
7.53;2.05;1.01;552237
7.53;2.14;0.82;552441
6.72;1.47;0.79;552645
6.42;1.67;0.59;552849
6.53;1.79;0.44;553053
7.53;1.26;0.59;553257
7.61;1.33;0.93;553461
7.61;1.59;1.44;553665
7.20;1.67;1.80;553869
7.61;1.67;1.71;554073
7.20;2.01;1.63;554277
7.12;2.19;1.38;554481
6.92;2.39;1.71;554685
5.98;2.29;1.76;554889
5.98;2.35;1.93;555094
5.80;2.15;1.68;555298
4.80;1.97;1.31;555502
3.65;2.02;1.31;555706
2.96;1.93;1.28;555910
3.20;1.65;1.02;556114
3.71;1.76;0.86;556318
3.45;1.49;0.66;556522
3.08;1.49;0.46;556726
2.63;1.03;0.23;556931
2.74;0.81;0.17;557135
2.85;0.67;0.07;557339
2.63;0.50;0.03;557543
2.74;0.41;0.03;557747
2.27;0.45;0.02;557952
2.47;0.20;0.03;558156
2.08;0.13;0.05;558360
1.81;0.21;0.12;558564
1.93;0.19;0.12;558768
1.93;0.22;0.06;558972
2.21;0.17;0.03;559176
2.99;0.24;0.02;559380
3.18;0.34;0.04;559584
3.43;0.41;0.10;559789
4.60;0.72;0.24;559993
5.33;0.79;0.27;560197
5.67;0.65;0.22;560401
5.67;1.13;0.21;560605
5.50;1.26;0.35;560809
6.02;1.47;0.36;561013
5.67;1.62;0.46;561217
5.50;1.70;0.48;561421
5.67;1.62;0.53;561625
5.84;1.37;0.66;561829
5.84;1.51;0.64;562033
4.84;1.75;0.66;562237
5.07;1.67;0.70;562441
5.57;1.75;0.90;562646
6.28;1.67;0.96;562850
6.10;1.56;0.85;563054
6.28;1.37;0.68;563258
6.55;1.44;0.49;563462
6.74;2.14;0.75;563666
7.14;2.43;0.85;563870
7.02;2.64;1.02;564074
6.63;2.75;1.41;564278
6.44;2.97;1.80;564483
6.44;2.97;1.80;564687
6.36;2.97;2.19;564891
6.55;3.21;2.06;565095
6.10;3.41;2.06;565299
5.92;3.41;2.25;565504
5.92;3.23;2.50;565708
6.47;3.23;2.30;565912
6.20;2.99;2.30;566116
7.05;2.77;2.21;566320
6.77;3.11;1.89;566524
6.02;3.43;2.46;566728
5.74;3.55;2.46;566932
6.28;3.55;1.98;567136
6.47;3.30;2.22;567341
5.40;3.18;1.69;567545
4.91;2.90;2.13;567749
5.16;2.90;2.22;567953
4.91;2.79;2.03;568157
5.67;2.90;1.46;568361
5.57;2.63;1.77;568565
5.50;2.74;1.74;568769
5.00;2.53;1.74;568973
4.24;2.63;1.50;569177
3.96;2.32;1.36;569381
4.01;2.32;1.58;569585
4.01;2.04;1.43;569789
3.93;2.13;1.16;569993
3.80;2.04;0.98;570198
3.72;1.73;1.03;570402
4.88;2.12;1.55;570606
5.61;1.97;1.43;570810
5.96;2.25;1.46;571014
5.79;2.70;1.25;571218
6.04;2.81;1.35;571422
6.22;3.09;1.68;571626
